loan_id, no_of_dependents, education, self_employed, income_annum, loan_amount, loan_term, cibil_score, residential_assets_value, commercial_assets_value, luxury_assets_value, bank_asset_value, loan_status
2272,1.0, Graduate, No,600000.0,1200000.0,10.0,561.0,900000.0,300000.0,1400000.0,600000.0, Approved
2273,5.0, Graduate, No,8000000.0,23100000.0,20.0,461.0,5900000.0,2400000.0,29300000.0,7200000.0, Rejected
2274,4.0, Graduate, Yes,6900000.0,13800000.0,16.0,715.0,2100000.0,6100000.0,20900000.0,8200000.0, Approved
2275,0.0, Not Graduate, Yes,4300000.0,15600000.0,18.0,440.0,6200000.0,1300000.0,10000000.0,4700000.0, Rejected
2276,3.0, Not Graduate, Yes,8500000.0,24900000.0,18.0,749.0,9600000.0,1200000.0,31700000.0,10100000.0, Approved
2277,4.0, Not Graduate, No,8600000.0,17400000.0,2.0,787.0,11700000.0,10600000.0,18400000.0,10600000.0, Approved
2278,3.0, Graduate, No,6300000.0,13900000.0,18.0,748.0,17700000.0,8800000.0,21700000.0,8600000.0, Approved
2279,3.0, Not Graduate, Yes,5800000.0,13600000.0,12.0,321.0,1700000.0,3300000.0,22300000.0,3400000.0, Rejected
2280,3.0, Graduate, Yes,1000000.0,2300000.0,10.0,303.0,1000000.0,400000.0,2500000.0,1000000.0, Rejected
2281,0.0, Not Graduate, Yes,1700000.0,5400000.0,8.0,682.0,2400000.0,1000000.0,3900000.0,2100000.0, Approved
2282,2.0, Not Graduate, No,3200000.0,8600000.0,18.0,638.0,1000000.0,4900000.0,8600000.0,3500000.0, Approved
2283,0.0, Graduate, Yes,7500000.0,16600000.0,14.0,440.0,17200000.0,14500000.0,24100000.0,10300000.0, Rejected
2284,1.0, Not Graduate, Yes,2000000.0,6600000.0,10.0,873.0,1400000.0,200000.0,6300000.0,2400000.0, Approved
2285,3.0, Not Graduate, No,9100000.0,19700000.0,20.0,437.0,6300000.0,13700000.0,23700000.0,12900000.0, Rejected
2286,4.0, Graduate, Yes,8400000.0,19700000.0,8.0,796.0,17900000.0,9200000.0,20200000.0,7700000.0, Approved
2287,4.0, Graduate, No,7100000.0,27200000.0,16.0,824.0,2400000.0,8000000.0,22400000.0,3900000.0, Approved
2288,2.0, Not Graduate, No,200000.0,800000.0,6.0,338.0,100000.0,0.0,400000.0,100000.0, Rejected
2289,0.0, Not Graduate, Yes,5000000.0,14900000.0,12.0,575.0,12800000.0,1500000.0,12300000.0,6600000.0, Approved
2290,0.0, Not Graduate, Yes,4500000.0,16900000.0,8.0,773.0,6300000.0,6800000.0,14000000.0,6000000.0, Approved
2291,2.0, Not Graduate, Yes,5100000.0,19700000.0,2.0,733.0,0.0,4500000.0,12900000.0,6200000.0, Approved
2292,3.0, Graduate, Yes,4100000.0,10600000.0,14.0,475.0,5400000.0,4300000.0,13900000.0,4500000.0, Rejected
2293,1.0, Not Graduate, No,7200000.0,15000000.0,10.0,677.0,10600000.0,3900000.0,24500000.0,4100000.0, Approved
2294,3.0, Not Graduate, No,7800000.0,17700000.0,6.0,403.0,12600000.0,3700000.0,24700000.0,10000000.0, Rejected
2295,3.0, Graduate, Yes,7500000.0,25300000.0,12.0,767.0,13200000.0,10800000.0,19400000.0,9600000.0, Approved
2296,3.0, Graduate, Yes,6400000.0,21000000.0,2.0,813.0,3900000.0,10900000.0,20500000.0,4400000.0, Approved
2297,4.0, Graduate, No,7000000.0,25700000.0,20.0,597.0,19900000.0,13500000.0,27500000.0,10100000.0, Approved
2298,4.0, Not Graduate, Yes,9000000.0,31100000.0,8.0,896.0,7100000.0,4400000.0,23400000.0,13100000.0, Approved
2299,2.0, Not Graduate, Yes,4400000.0,13900000.0,6.0,810.0,13200000.0,4200000.0,15000000.0,5200000.0, Approved
2300,2.0, Not Graduate, No,900000.0,2000000.0,14.0,337.0,1700000.0,0.0,2100000.0,600000.0, Rejected
2301,1.0, Graduate, No,9800000.0,26900000.0,18.0,792.0,15900000.0,14100000.0,25200000.0,11900000.0, Approved
2302,4.0, Not Graduate, No,600000.0,1600000.0,6.0,784.0,300000.0,100000.0,1900000.0,500000.0, Approved
2303,5.0, Graduate, Yes,9700000.0,30100000.0,12.0,434.0,19600000.0,17900000.0,21000000.0,6900000.0, Rejected
2304,2.0, Graduate, Yes,8400000.0,32600000.0,10.0,384.0,13900000.0,1600000.0,21600000.0,7000000.0, Rejected
2305,1.0, Graduate, No,8300000.0,24900000.0,10.0,642.0,11500000.0,15400000.0,21600000.0,5800000.0, Approved
2306,4.0, Graduate, No,7900000.0,29900000.0,8.0,314.0,22000000.0,4600000.0,26000000.0,8100000.0, Rejected
2307,1.0, Not Graduate, No,8600000.0,25900000.0,2.0,606.0,3700000.0,14900000.0,32700000.0,12200000.0, Approved
2308,5.0, Not Graduate, Yes,6700000.0,17600000.0,14.0,843.0,12700000.0,200000.0,19500000.0,5600000.0, Approved
2309,0.0, Graduate, No,2700000.0,7400000.0,10.0,778.0,6800000.0,800000.0,5600000.0,2800000.0, Approved
2310,0.0, Not Graduate, No,6600000.0,25600000.0,8.0,718.0,12600000.0,12200000.0,21700000.0,9000000.0, Approved
2311,1.0, Graduate, Yes,7100000.0,20800000.0,20.0,437.0,9600000.0,7300000.0,24700000.0,8800000.0, Rejected
2312,5.0, Graduate, Yes,300000.0,700000.0,10.0,586.0,0.0,400000.0,1000000.0,100000.0, Approved
2313,2.0, Graduate, No,2200000.0,7000000.0,6.0,777.0,6100000.0,400000.0,4400000.0,3300000.0, Approved
2314,1.0, Graduate, Yes,8700000.0,31700000.0,12.0,525.0,7800000.0,10200000.0,30300000.0,6100000.0, Rejected
2315,4.0, Graduate, No,7200000.0,23100000.0,12.0,632.0,4600000.0,8500000.0,19400000.0,4400000.0, Approved
2316,0.0, Not Graduate, No,2000000.0,4800000.0,20.0,337.0,1300000.0,2200000.0,5500000.0,1700000.0, Rejected
2317,4.0, Graduate, Yes,8600000.0,27900000.0,8.0,458.0,22400000.0,1800000.0,34000000.0,11700000.0, Rejected
2318,2.0, Graduate, Yes,2300000.0,5400000.0,8.0,364.0,4500000.0,500000.0,7000000.0,2000000.0, Rejected
2319,2.0, Not Graduate, Yes,9600000.0,29800000.0,16.0,499.0,28500000.0,6300000.0,31800000.0,7400000.0, Rejected
2320,2.0, Graduate, Yes,1900000.0,6500000.0,16.0,887.0,2000000.0,1200000.0,4500000.0,1700000.0, Approved
2321,1.0, Graduate, No,2100000.0,6300000.0,16.0,882.0,3900000.0,2200000.0,7700000.0,2900000.0, Approved
2322,1.0, Not Graduate, Yes,3900000.0,8700000.0,8.0,817.0,900000.0,2500000.0,10700000.0,2100000.0, Approved
2323,5.0, Not Graduate, Yes,200000.0,300000.0,10.0,704.0,500000.0,100000.0,800000.0,200000.0, Approved
2324,1.0, Not Graduate, Yes,1900000.0,4500000.0,12.0,742.0,1200000.0,2000000.0,4400000.0,1200000.0, Approved
2325,0.0, Not Graduate, Yes,3200000.0,11600000.0,4.0,393.0,4700000.0,300000.0,8000000.0,3100000.0, Approved
2326,0.0, Not Graduate, No,1100000.0,4300000.0,18.0,828.0,700000.0,800000.0,2900000.0,900000.0, Approved
2327,5.0, Graduate, Yes,8000000.0,21500000.0,12.0,779.0,2600000.0,15100000.0,29800000.0,10400000.0, Approved
2328,4.0, Graduate, Yes,6100000.0,21700000.0,6.0,860.0,13900000.0,900000.0,14100000.0,5600000.0, Approved
2329,5.0, Graduate, No,3200000.0,10600000.0,2.0,432.0,6500000.0,3700000.0,11200000.0,3700000.0, Approved
2330,4.0, Graduate, Yes,9000000.0,30400000.0,20.0,532.0,21000000.0,7400000.0,30500000.0,13100000.0, Rejected
2331,0.0, Not Graduate, Yes,1200000.0,3200000.0,2.0,678.0,1500000.0,1000000.0,3400000.0,900000.0, Approved
2332,3.0, Graduate, No,7900000.0,27000000.0,6.0,601.0,17700000.0,7800000.0,27600000.0,11500000.0, Approved
2333,3.0, Graduate, Yes,7700000.0,23100000.0,8.0,807.0,2900000.0,9800000.0,20400000.0,7000000.0, Approved
2334,2.0, Not Graduate, No,4400000.0,16500000.0,16.0,879.0,7800000.0,7500000.0,10300000.0,5400000.0, Approved
2335,1.0, Not Graduate, No,3100000.0,11200000.0,18.0,665.0,2000000.0,5400000.0,12000000.0,2500000.0, Approved
2336,5.0, Not Graduate, Yes,2600000.0,9300000.0,16.0,697.0,5100000.0,1200000.0,7700000.0,3700000.0, Approved
2337,4.0, Graduate, No,5500000.0,21700000.0,14.0,867.0,5000000.0,8700000.0,15200000.0,3100000.0, Approved
2338,1.0, Graduate, No,5700000.0,15500000.0,8.0,544.0,10500000.0,8700000.0,20900000.0,7000000.0, Rejected
2339,5.0, Graduate, No,6100000.0,20700000.0,20.0,482.0,9400000.0,2000000.0,16900000.0,5900000.0, Rejected
2340,2.0, Graduate, No,8200000.0,22500000.0,18.0,857.0,13400000.0,14300000.0,28400000.0,8400000.0, Approved
2341,1.0, Graduate, No,6000000.0,21200000.0,12.0,549.0,17900000.0,8200000.0,16900000.0,6200000.0, Rejected
2342,1.0, Graduate, Yes,8000000.0,30600000.0,10.0,720.0,23700000.0,8500000.0,24900000.0,9700000.0, Approved
2343,4.0, Not Graduate, No,2000000.0,4800000.0,8.0,302.0,1500000.0,800000.0,4000000.0,2600000.0, Rejected
2344,5.0, Graduate, Yes,1300000.0,2900000.0,12.0,669.0,400000.0,1700000.0,3900000.0,1800000.0, Approved
2345,1.0, Graduate, No,7000000.0,27100000.0,6.0,591.0,6700000.0,12200000.0,21500000.0,4900000.0, Approved
2346,3.0, Graduate, No,4100000.0,15300000.0,6.0,440.0,7500000.0,5100000.0,8200000.0,2000000.0, Rejected
2347,3.0, Graduate, No,8000000.0,26200000.0,16.0,890.0,15800000.0,4300000.0,25000000.0,4000000.0, Approved
2348,4.0, Not Graduate, No,8100000.0,28000000.0,8.0,663.0,8800000.0,11300000.0,26000000.0,5500000.0, Approved
2349,4.0, Graduate, Yes,9500000.0,22600000.0,14.0,433.0,10000000.0,900000.0,23100000.0,13400000.0, Rejected
2350,0.0, Graduate, No,9200000.0,22500000.0,10.0,317.0,14200000.0,17400000.0,28500000.0,10700000.0, Rejected
2351,2.0, Graduate, No,3900000.0,14700000.0,16.0,360.0,2600000.0,200000.0,8300000.0,2900000.0, Rejected
2352,1.0, Graduate, No,9100000.0,26200000.0,8.0,727.0,20800000.0,7100000.0,27800000.0,8900000.0, Approved
2353,3.0, Graduate, Yes,3000000.0,8300000.0,4.0,685.0,2900000.0,5400000.0,11300000.0,3800000.0, Approved
2354,4.0, Graduate, No,2000000.0,4300000.0,8.0,373.0,2000000.0,2700000.0,7700000.0,2200000.0, Rejected
2355,5.0, Graduate, No,6300000.0,14600000.0,8.0,469.0,13300000.0,10100000.0,24500000.0,3800000.0, Rejected
2356,3.0, Not Graduate, Yes,4100000.0,10900000.0,8.0,548.0,8800000.0,5200000.0,13200000.0,4300000.0, Rejected
2357,0.0, Not Graduate, No,9800000.0,29400000.0,20.0,618.0,1200000.0,14600000.0,33800000.0,8300000.0, Approved
2358,2.0, Graduate, No,5200000.0,15400000.0,8.0,658.0,1200000.0,7500000.0,12800000.0,3200000.0, Approved
2359,3.0, Graduate, No,7600000.0,28700000.0,18.0,781.0,21300000.0,12400000.0,29600000.0,8000000.0, Approved
2360,3.0, Not Graduate, No,9200000.0,35500000.0,2.0,715.0,11100000.0,11800000.0,19800000.0,11700000.0, Approved
2361,5.0, Not Graduate, No,2200000.0,8100000.0,4.0,409.0,300000.0,0.0,4900000.0,2400000.0, Rejected
2362,2.0, Not Graduate, Yes,8300000.0,20600000.0,10.0,504.0,100000.0,900000.0,33200000.0,6700000.0, Rejected
2363,3.0, Graduate, Yes,6100000.0,21600000.0,16.0,428.0,2900000.0,6100000.0,15100000.0,7200000.0, Rejected
2364,2.0, Graduate, No,4500000.0,16600000.0,20.0,704.0,6400000.0,4200000.0,16900000.0,2400000.0, Approved
2365,3.0, Not Graduate, No,6600000.0,18800000.0,12.0,834.0,18800000.0,9300000.0,13700000.0,4800000.0, Approved
2366,4.0, Not Graduate, No,8900000.0,34900000.0,14.0,694.0,15400000.0,2800000.0,20600000.0,9100000.0, Approved
2367,4.0, Graduate, Yes,3900000.0,13300000.0,20.0,453.0,9800000.0,500000.0,12300000.0,4700000.0, Rejected
2368,3.0, Graduate, Yes,8900000.0,35400000.0,14.0,404.0,22300000.0,7700000.0,26400000.0,5900000.0, Rejected
2369,5.0, Not Graduate, No,6400000.0,22300000.0,12.0,776.0,500000.0,9100000.0,24100000.0,5800000.0, Approved
2370,1.0, Not Graduate, Yes,9500000.0,28700000.0,16.0,526.0,24600000.0,4900000.0,31800000.0,6600000.0, Rejected
2371,3.0, Graduate, Yes,300000.0,1000000.0,8.0,641.0,700000.0,200000.0,1100000.0,200000.0, Approved
2372,5.0, Not Graduate, No,4100000.0,12300000.0,6.0,582.0,10900000.0,6100000.0,14100000.0,3500000.0, Approved
2373,2.0, Graduate, No,8100000.0,20800000.0,18.0,778.0,4100000.0,15500000.0,16700000.0,10600000.0, Approved
2374,4.0, Graduate, No,9900000.0,28400000.0,10.0,763.0,23700000.0,12700000.0,35800000.0,5800000.0, Approved
2375,0.0, Not Graduate, No,4800000.0,19000000.0,12.0,650.0,7000000.0,1000000.0,15600000.0,4800000.0, Approved
2376,0.0, Graduate, Yes,2900000.0,9700000.0,2.0,820.0,6700000.0,1600000.0,9100000.0,3900000.0, Approved
2377,1.0, Not Graduate, Yes,3500000.0,13500000.0,12.0,824.0,8400000.0,3900000.0,11600000.0,4100000.0, Approved
2378,1.0, Not Graduate, Yes,4900000.0,12600000.0,4.0,718.0,11800000.0,7300000.0,11800000.0,3800000.0, Approved
2379,2.0, Not Graduate, Yes,5100000.0,13300000.0,14.0,313.0,5900000.0,7900000.0,18000000.0,3900000.0, Rejected
2380,5.0, Graduate, No,7300000.0,26200000.0,10.0,751.0,1400000.0,12200000.0,26700000.0,10400000.0, Approved
2381,0.0, Graduate, Yes,200000.0,300000.0,18.0,520.0,100000.0,300000.0,600000.0,100000.0, Rejected
2382,2.0, Graduate, No,1400000.0,4700000.0,4.0,355.0,2100000.0,600000.0,4400000.0,1400000.0, Approved
2383,3.0, Graduate, Yes,8700000.0,33600000.0,14.0,314.0,7700000.0,10000000.0,21700000.0,6200000.0, Rejected
2384,1.0, Not Graduate, Yes,2800000.0,5900000.0,20.0,728.0,1000000.0,3200000.0,10300000.0,1400000.0, Approved
2385,3.0, Graduate, Yes,9100000.0,30100000.0,14.0,564.0,26600000.0,7300000.0,22700000.0,8200000.0, Approved
2386,0.0, Not Graduate, Yes,6800000.0,15300000.0,14.0,699.0,19900000.0,2600000.0,13900000.0,8300000.0, Approved
2387,0.0, Not Graduate, Yes,5000000.0,17000000.0,6.0,624.0,6700000.0,6200000.0,15400000.0,5900000.0, Approved
2388,0.0, Graduate, Yes,4400000.0,16800000.0,14.0,795.0,8700000.0,8700000.0,12600000.0,3400000.0, Approved
2389,5.0, Not Graduate, Yes,8400000.0,18600000.0,20.0,703.0,2500000.0,7100000.0,28800000.0,9500000.0, Approved
2390,4.0, Graduate, No,7800000.0,17300000.0,4.0,394.0,3600000.0,13100000.0,24300000.0,7200000.0, Rejected
2391,4.0, Graduate, Yes,4800000.0,9900000.0,14.0,779.0,5200000.0,9300000.0,18600000.0,2900000.0, Approved
2392,1.0, Graduate, No,3200000.0,8800000.0,4.0,405.0,1000000.0,2600000.0,10700000.0,3400000.0, Rejected
2393,5.0, Graduate, Yes,2300000.0,6700000.0,16.0,612.0,6700000.0,3300000.0,8800000.0,2000000.0, Approved
2394,5.0, Not Graduate, Yes,9200000.0,28100000.0,10.0,448.0,22300000.0,3300000.0,33200000.0,10700000.0, Rejected
2395,2.0, Not Graduate, Yes,4700000.0,13700000.0,6.0,506.0,1300000.0,7900000.0,16700000.0,3500000.0, Rejected
2396,0.0, Not Graduate, Yes,8000000.0,30400000.0,2.0,776.0,16600000.0,1400000.0,29100000.0,7800000.0, Approved
2397,1.0, Graduate, Yes,2600000.0,8600000.0,6.0,730.0,800000.0,2900000.0,6000000.0,3100000.0, Approved
2398,3.0, Not Graduate, No,200000.0,800000.0,20.0,730.0,0.0,300000.0,400000.0,300000.0, Approved
2399,5.0, Graduate, No,7300000.0,17200000.0,2.0,345.0,6100000.0,8400000.0,23200000.0,4900000.0, Rejected
2400,4.0, Not Graduate, No,3300000.0,11800000.0,2.0,847.0,7800000.0,2400000.0,12100000.0,3000000.0, Approved
2401,4.0, Not Graduate, No,8300000.0,23300000.0,20.0,398.0,18500000.0,11500000.0,17100000.0,9900000.0, Rejected
2402,5.0, Not Graduate, Yes,4100000.0,9600000.0,2.0,307.0,8800000.0,7800000.0,8500000.0,3100000.0, Rejected
2403,1.0, Not Graduate, No,7300000.0,23700000.0,16.0,852.0,9400000.0,6800000.0,22600000.0,8500000.0, Approved
2404,1.0, Not Graduate, No,9300000.0,27500000.0,6.0,364.0,12200000.0,13800000.0,25300000.0,10800000.0, Rejected
2405,2.0, Graduate, Yes,4300000.0,15200000.0,12.0,552.0,3400000.0,2100000.0,12700000.0,4800000.0, Approved
2406,3.0, Not Graduate, No,2600000.0,8100000.0,2.0,421.0,4200000.0,3100000.0,6200000.0,2500000.0, Approved
2407,5.0, Graduate, No,2900000.0,9800000.0,12.0,588.0,5900000.0,2300000.0,6800000.0,2900000.0, Approved
2408,2.0, Graduate, Yes,900000.0,3500000.0,6.0,763.0,2300000.0,300000.0,2000000.0,600000.0, Approved
2409,3.0, Not Graduate, Yes,4900000.0,17500000.0,20.0,823.0,12600000.0,8700000.0,14300000.0,4800000.0, Approved
2410,0.0, Graduate, No,7700000.0,24800000.0,10.0,642.0,16800000.0,10700000.0,27400000.0,4500000.0, Approved
2411,1.0, Graduate, No,4700000.0,16800000.0,12.0,647.0,10400000.0,8300000.0,10600000.0,3400000.0, Approved
2412,5.0, Not Graduate, No,3000000.0,8900000.0,20.0,886.0,2600000.0,1000000.0,10600000.0,2800000.0, Approved
2413,4.0, Not Graduate, No,9700000.0,26200000.0,4.0,518.0,26200000.0,0.0,22500000.0,14000000.0, Rejected
2414,0.0, Graduate, Yes,6900000.0,26800000.0,20.0,515.0,10800000.0,2500000.0,16700000.0,8300000.0, Rejected
2415,2.0, Not Graduate, Yes,3800000.0,12400000.0,8.0,340.0,1800000.0,2600000.0,9700000.0,2600000.0, Rejected
2416,3.0, Not Graduate, Yes,600000.0,1700000.0,14.0,521.0,0.0,1000000.0,1700000.0,600000.0, Rejected
2417,2.0, Not Graduate, Yes,1200000.0,2900000.0,12.0,330.0,400000.0,1600000.0,3800000.0,600000.0, Rejected
2418,4.0, Not Graduate, Yes,7800000.0,26800000.0,2.0,474.0,8900000.0,11200000.0,18400000.0,5600000.0, Approved
2419,0.0, Not Graduate, No,9000000.0,35100000.0,6.0,898.0,500000.0,16200000.0,20700000.0,9100000.0, Approved
2420,1.0, Not Graduate, No,2800000.0,9100000.0,12.0,436.0,3600000.0,500000.0,7800000.0,3600000.0, Rejected
2421,1.0, Not Graduate, No,7800000.0,21300000.0,10.0,326.0,22800000.0,10700000.0,18500000.0,4500000.0, Rejected
2422,4.0, Graduate, Yes,4700000.0,9500000.0,18.0,876.0,11800000.0,6600000.0,18000000.0,4100000.0, Approved
2423,2.0, Graduate, No,4600000.0,17500000.0,20.0,597.0,11400000.0,6100000.0,14100000.0,4100000.0, Approved
2424,4.0, Graduate, No,5100000.0,16100000.0,14.0,436.0,11400000.0,2700000.0,13100000.0,6700000.0, Rejected
2425,3.0, Not Graduate, Yes,6100000.0,22800000.0,18.0,640.0,16800000.0,7300000.0,19600000.0,6000000.0, Approved
2426,0.0, Not Graduate, No,6000000.0,22900000.0,16.0,302.0,12200000.0,6500000.0,17700000.0,7100000.0, Rejected
2427,2.0, Not Graduate, No,8400000.0,23200000.0,16.0,476.0,15200000.0,5400000.0,18700000.0,8600000.0, Rejected
2428,2.0, Graduate, No,9300000.0,22000000.0,14.0,393.0,4300000.0,3800000.0,28400000.0,13900000.0, Rejected
2429,0.0, Graduate, No,4200000.0,10300000.0,10.0,506.0,9300000.0,4500000.0,12400000.0,6000000.0, Rejected
2430,3.0, Graduate, No,9600000.0,37800000.0,10.0,418.0,6700000.0,5500000.0,34900000.0,11300000.0, Rejected
2431,3.0, Graduate, No,5600000.0,13400000.0,6.0,865.0,14900000.0,9700000.0,12300000.0,6000000.0, Approved
2432,4.0, Graduate, No,7800000.0,28600000.0,2.0,703.0,500000.0,12400000.0,29500000.0,10500000.0, Approved
2433,2.0, Graduate, Yes,4500000.0,12600000.0,2.0,568.0,6900000.0,3900000.0,17800000.0,2900000.0, Approved
2434,3.0, Graduate, No,2400000.0,5900000.0,2.0,425.0,1100000.0,500000.0,7400000.0,2500000.0, Rejected
2435,0.0, Not Graduate, No,3900000.0,11300000.0,12.0,305.0,5000000.0,5900000.0,8800000.0,2100000.0, Rejected
2436,5.0, Graduate, Yes,9600000.0,20600000.0,6.0,456.0,17300000.0,11000000.0,21700000.0,11600000.0, Rejected
2437,4.0, Not Graduate, No,900000.0,2600000.0,2.0,602.0,600000.0,800000.0,3200000.0,1000000.0, Approved
2438,3.0, Graduate, Yes,1100000.0,3800000.0,20.0,814.0,1400000.0,1500000.0,3200000.0,1100000.0, Approved
2439,4.0, Not Graduate, No,6400000.0,24900000.0,2.0,640.0,10000000.0,5700000.0,18700000.0,6300000.0, Approved
2440,2.0, Graduate, No,4600000.0,15000000.0,4.0,817.0,7200000.0,2400000.0,13000000.0,6600000.0, Approved
2441,4.0, Graduate, No,7600000.0,29800000.0,20.0,361.0,13800000.0,5800000.0,15300000.0,5900000.0, Rejected
2442,5.0, Not Graduate, No,6800000.0,20100000.0,14.0,839.0,1900000.0,600000.0,15600000.0,7500000.0, Approved
2443,5.0, Graduate, No,7100000.0,27000000.0,20.0,592.0,5100000.0,9600000.0,20200000.0,7600000.0, Approved
2444,4.0, Not Graduate, Yes,6700000.0,24700000.0,6.0,498.0,12900000.0,700000.0,18800000.0,8400000.0, Rejected
2445,5.0, Not Graduate, Yes,5800000.0,12400000.0,6.0,847.0,5100000.0,9000000.0,14100000.0,7600000.0, Approved
2446,0.0, Graduate, Yes,8600000.0,29400000.0,16.0,643.0,1000000.0,14100000.0,33000000.0,12300000.0, Approved
2447,0.0, Graduate, Yes,3500000.0,10600000.0,4.0,389.0,8300000.0,4800000.0,9100000.0,2500000.0, Approved
2448,2.0, Graduate, Yes,4800000.0,17500000.0,20.0,381.0,400000.0,6900000.0,13400000.0,7000000.0, Rejected
2449,5.0, Graduate, Yes,6100000.0,14400000.0,16.0,400.0,9200000.0,2800000.0,23800000.0,5600000.0, Rejected
2450,5.0, Graduate, Yes,5200000.0,12700000.0,16.0,718.0,11700000.0,100000.0,18100000.0,7200000.0, Approved
2451,5.0, Not Graduate, Yes,4100000.0,12400000.0,8.0,309.0,8200000.0,1000000.0,13000000.0,3300000.0, Rejected
2452,5.0, Not Graduate, No,3200000.0,7400000.0,2.0,838.0,2200000.0,2900000.0,10200000.0,3600000.0, Approved
2453,3.0, Not Graduate, Yes,7500000.0,21600000.0,14.0,678.0,8800000.0,12100000.0,20100000.0,11200000.0, Approved
2454,2.0, Not Graduate, Yes,1500000.0,4500000.0,14.0,826.0,3200000.0,1700000.0,4600000.0,1600000.0, Approved
2455,4.0, Graduate, Yes,1200000.0,3100000.0,16.0,348.0,1200000.0,2200000.0,3500000.0,1700000.0, Rejected
2456,1.0, Graduate, Yes,8400000.0,19700000.0,6.0,476.0,24700000.0,16500000.0,31800000.0,12100000.0, Rejected
2457,0.0, Not Graduate, Yes,7900000.0,26300000.0,8.0,666.0,4600000.0,9200000.0,18400000.0,11800000.0, Approved
2458,1.0, Graduate, Yes,2100000.0,4300000.0,20.0,896.0,100000.0,2300000.0,7500000.0,2300000.0, Approved
2459,2.0, Graduate, No,2500000.0,7000000.0,20.0,547.0,800000.0,1200000.0,5200000.0,2300000.0, Rejected
2460,2.0, Not Graduate, Yes,3700000.0,13900000.0,2.0,405.0,5900000.0,3200000.0,9100000.0,5500000.0, Approved
2461,5.0, Graduate, No,1100000.0,4000000.0,16.0,498.0,400000.0,100000.0,2300000.0,700000.0, Rejected
2462,5.0, Graduate, No,6500000.0,24800000.0,8.0,779.0,7000000.0,9600000.0,15700000.0,8800000.0, Approved
2463,0.0, Not Graduate, Yes,8200000.0,31500000.0,8.0,403.0,11500000.0,8800000.0,19000000.0,6100000.0, Rejected
2464,2.0, Not Graduate, No,5000000.0,12400000.0,8.0,709.0,11300000.0,6800000.0,13300000.0,4200000.0, Approved
2465,1.0, Not Graduate, No,1500000.0,6000000.0,6.0,507.0,2600000.0,2700000.0,4800000.0,1900000.0, Rejected
2466,5.0, Not Graduate, No,3700000.0,9100000.0,18.0,368.0,3400000.0,2400000.0,8400000.0,3300000.0, Rejected
2467,3.0, Graduate, Yes,4100000.0,14600000.0,16.0,760.0,4700000.0,6600000.0,14900000.0,3000000.0, Approved
2468,2.0, Not Graduate, No,7200000.0,16800000.0,6.0,796.0,6600000.0,6100000.0,14400000.0,9800000.0, Approved
2469,1.0, Graduate, No,2000000.0,5000000.0,6.0,876.0,500000.0,2900000.0,5800000.0,1500000.0, Approved
2470,3.0, Not Graduate, No,2000000.0,4700000.0,14.0,673.0,800000.0,3400000.0,5900000.0,1500000.0, Approved
2471,1.0, Graduate, Yes,5100000.0,11500000.0,4.0,747.0,5000000.0,8900000.0,14100000.0,7000000.0, Approved
2472,1.0, Not Graduate, No,6000000.0,13600000.0,12.0,589.0,9000000.0,300000.0,12600000.0,7100000.0, Approved
2473,1.0, Graduate, No,4900000.0,18100000.0,8.0,382.0,13600000.0,400000.0,15500000.0,2400000.0, Rejected
2474,3.0, Not Graduate, Yes,900000.0,2300000.0,12.0,900.0,1300000.0,0.0,3300000.0,1100000.0, Approved
2475,1.0, Graduate, Yes,7500000.0,25000000.0,18.0,628.0,3500000.0,2200000.0,21700000.0,4700000.0, Approved
2476,2.0, Graduate, No,6400000.0,25000000.0,12.0,667.0,13500000.0,5500000.0,25500000.0,5400000.0, Approved
2477,2.0, Graduate, Yes,8700000.0,26400000.0,2.0,778.0,8500000.0,2400000.0,28800000.0,10300000.0, Approved
2478,4.0, Graduate, Yes,7300000.0,17200000.0,18.0,831.0,18500000.0,4300000.0,23000000.0,5200000.0, Approved
2479,5.0, Graduate, No,7400000.0,27100000.0,4.0,320.0,19800000.0,14600000.0,25200000.0,9400000.0, Approved
2480,2.0, Graduate, No,2700000.0,9300000.0,16.0,656.0,7700000.0,2500000.0,6400000.0,3600000.0, Approved
2481,3.0, Graduate, No,3400000.0,8900000.0,6.0,896.0,4200000.0,4800000.0,10200000.0,4200000.0, Approved
2482,3.0, Not Graduate, Yes,2100000.0,7400000.0,4.0,320.0,3300000.0,2700000.0,6300000.0,2200000.0, Approved
2483,2.0, Not Graduate, No,3100000.0,10500000.0,10.0,751.0,5500000.0,5900000.0,9000000.0,1600000.0, Approved
2484,5.0, Not Graduate, No,4700000.0,17400000.0,2.0,523.0,10600000.0,7000000.0,10900000.0,5200000.0, Approved
2485,5.0, Graduate, No,3100000.0,10500000.0,6.0,584.0,7700000.0,2100000.0,10900000.0,2900000.0, Approved
2486,2.0, Not Graduate, No,5700000.0,20400000.0,2.0,630.0,3000000.0,3100000.0,22600000.0,2900000.0, Approved
2487,3.0, Graduate, Yes,2300000.0,8000000.0,14.0,472.0,4400000.0,3300000.0,7700000.0,1800000.0, Rejected
2488,0.0, Not Graduate, Yes,6600000.0,18500000.0,16.0,802.0,14600000.0,1100000.0,21800000.0,9700000.0, Approved
2489,2.0, Graduate, Yes,2700000.0,6400000.0,18.0,547.0,5000000.0,1700000.0,9200000.0,1700000.0, Rejected
